Zip,City,State
42270,Richardsville,KY
33815,Lakeland,FL
36383,Lanett,AL
44645,Marshallville,OH
45034,Kings Mills,OH
45896,Waynesfield,OH
52048,Garber,IA
52556,Fairfield,IA
54229,New Franken,WI
61748,Hudson,IL
61853,Mahomet,IL
62025,Edwardsville,IL
70773,Rougon,LA
70791,Zachary,LA
70894,Baton Rouge,LA
75762,Flint,TX
75954,Joaquin,TX
76008,Aledo,TX
76191,Fort Worth,TX
65064,Olean,MO
58274,Portland,ND
59871,Sula,MT
68424,Plymouth,NE
19436,Gwynedd,PA
15473,Perryopolis,PA
25709,Huntington,WV
25972,Leslie,WV
27886,Tarboro,NC
28348,Hope Mills,NC
28395,Wade,NC
30228,Hampton,GA
37204,Nashville,TN
39048,Bentonia,MS
44609,Beloit,OH
47638,Wadesville,IN
54888,Trego,WI
54926,Big Falls,WI
54944,Hortonville,WI
55272,Kroschel,MN
55337,Burnsville,MN
55478,Minneapolis,MN
49831,Felch,MI
52580,Packwood,IA
42288,Woodbury,KY
13669,Ogdensburg,NY
14585,West Bloomfield,NY
14615,Rochester,NY
16544,Erie,PA
20743,Capitol Heights,MD
22660,Toms Brook,VA
22907,Charlottesville,VA
23923,Charlotte Court House,VA
24016,Roanoke,VA
04250,Lisbon,ME
06776,New Milford,CT
08302,Bridgeton,NJ
29404,Charleston AFB,SC
11571,Rockville Centre,NY
12496,Windham,NY
13145,Sandy Creek,NY
27403,Greensboro,NC
27425,Greensboro,NC
76531,Hamilton,TX
77413,Barker,TX
77432,Danevang,TX
80833,Rush,CO
83844,Moscow,ID
84021,Duchesne,UT
85626,Pirtleville,AZ
66411,Blue Rapids,KS
15053,Joffre,PA
04434,Etna,ME
04756,Madawaska,ME
05819,Saint Johnsbury,VT
75977,Wiergate,TX
76351,Archer City,TX
76540,Killeen,TX
88005,Las Cruces,NM
89199,Las Vegas,NV
99359,Starbuck,WA
93312,Bakersfield,CA
93666,Sultana,CA
94708,Berkeley,CA
48602,Saginaw,MI
08349,Port Norris,NJ
08542,Princeton,NJ
10537,Lake Peekskill,NY
25211,Widen,WV
12851,Minerva,NY
12860,Pottersville,NY
13116,Minoa,NY
13140,Port Byron,NY
28452,Longwood,NC
27356,Star,NC
28159,Spencer,NC
65536,Lebanon,MO
65765,Turners,MO
65785,Stockton,MO
59332,Hammond,MT
59870,Stevensville,MT
60558,Western Springs,IL
62447,Neoga,IL
37614,Johnson City,TN
95860,Sacramento,CA
97209,Portland,OR
77651,Port Neches,TX
78124,Marion,TX
78261,San Antonio,TX
93626,Friant,CA
94601,Oakland,CA
82642,Lysite,WY
75474,Quinlan,TX
75976,Wells,TX
85735,Tucson,AZ
64643,Hale,MO
88036,Fort Bayard,NM
47351,Kennard,IN
47578,Sandborn,IN
48045,Harrison Township,MI
48221,Detroit,MI
40506,Lexington,KY
43400,Danbury,OH
37082,Kingston Springs,TN
60926,Claytonville,IL
62640,Girard,IL
55749,Holyoke,MN
53579,Reeseville,WI
43971,Yorkville,OH
44512,Youngstown,OH
03751,Georges Mills,NH
04910,Albion,ME
06140,Hartford,CT
14174,Youngstown,NY
15163,North Apollo,PA
23301,Accomac,VA
23893,White Plains,VA
24004,Roanoke,VA
24855,Kyle,WV
10168,New York,NY
11219,Brooklyn,NY
20586,Washington,DC
22747,Washington,VA
28203,Charlotte,NC
17829,Hartleton,PA
18083,Stockertown,PA
29685,Sunset,SC
77059,Houston,TX
79223,Cee Vee,TX
79368,Seminole,TX
79851,Sierra Blanca,TX
53058,Nashotah,WI
54227,Maribel,WI
60075,Russell,IL
64762,Liberal,MO
65753,Sparta,MO
66226,Shawnee Mission,KS
71104,Shreveport,LA
71425,Enterprise,LA
56287,Seaforth,MN
57269,Twin Brooks,SD
57301,Mitchell,SD
57328,Corsica,SD
57337,Fedora,SD
72545,Heber Springs,AR
73658,Oakwood,OK
74759,Soper,OK
30807,Camak,GA
31787,Smithville,GA
32195,Weirsdale,FL
32625,Cedar Key,FL
32954,Merritt Island,FL
33475,Hobe Sound,FL
50136,Keswick,IA
50570,Ottosen,IA
50636,Greene,IA
51241,Larchwood,IA
52652,Swedesburg,IA
53190,Whitewater,WI
54627,Ettrick,WI
55006,Braham,MN
55074,Shafer,MN
55597,Loretto,MN
57015,Chancellor,SD
41859,Dema,KY
43073,Summit Station,OH
44630,Greentown,OH
44697,Zoar,OH
39367,Waynesboro,MS
40481,Sandgap,KY
30259,Moreland,GA
30296,Riverdale,GA
30514,Blairsville,GA
30815,Hephzibah,GA
31560,Screven,GA
32141,Edgewater,FL
33609,Tampa,FL
46899,Fort Wayne,IN
47324,Boston,IN
41257,Stambaugh,KY
08882,South River,NJ
45235,Cincinnati,OH
45885,Saint Marys,OH
19925,Upper Uwchlan,PA
50854,Mount Ayr,IA
33871,Sebring,FL
39121,Natchez,MS
39298,Jackson,MS
14420,Brockport,NY
16361,Tylersburg,PA
30172,Shannon,GA
30520,Canon,GA
31096,Wrightsville,GA
72404,Jonesboro,AR
73134,Oklahoma City,OK
11530,Garden City,NY
28502,Kinston,NC
69021,Benkelman,NE
11779,Ronkonkoma,NY
90277,Redondo Beach,CA
12750,Kenoza Lake,NY
70645,Hackberry,LA
28009,Badin,NC
91361,Westlake Village,CA
41832,Letcher,KY
98439,Lakewood,WA
00730,Ponce,PR
99720,Allakaket,AK
19492,Zieglerville,PA
97449,Lakeside,OR
05857,Newport Center,VT
71944,Grannis,AR
59740,McAllister,MT
30513,Blue Ridge,GA
60019,Des Plaines,IL
33404,West Palm Beach,FL
60051,Mchenry,IL
33601,Tampa,FL
83852,Ponderay,ID
37058,Dover,TN
38152,Memphis,TN
85017,Phoenix,AZ
43941,Piney Fork,OH
47464,Stinesville,IN
28283,Charlotte,NC
75642,Elysian Fields,TX
25630,Lorado,WV
83303,Twin Falls,ID
26266,Upperglade,WV
55962,Peterson,MN
91776,San Gabriel,CA
50236,Roland,IA
98030,Kent,WA
72959,Winslow,AR
73014,Calumet,OK
74738,Grant,OK
95720,Kyburz,CA
95818,Sacramento,CA
66449,Leonardville,KS
66780,Walnut,KS
67210,Wichita,KS
68507,Lincoln,NE
69220,Sparks,NE
70542,Gueydan,LA
30034,Decatur,GA
48881,Saranac,MI
49075,Nottawa,MI
13763,Endicott,NY
12179,Troy,NY
56215,Benson,MN
75831,Buffalo,TX
14058,Elba,NY
06384,Voluntown,CT
18211,Andreas,PA
19010,Bryn Mawr,PA
04783,Stockholm,ME
08884,Spotswood,NJ
62921,Colp,IL
63036,French Village,MO
00745,Rio Grande,PR
01245,Monterey,MA
19540,Mohnton,PA
29204,Columbia,SC
12484,Stone Ridge,NY
12760,Long Eddy,NY
27563,Norlina,NC
28220,Charlotte,NC
10048,New York,NY
45873,Oakwood,OH
46914,Bunker Hill,IN
46917,Camden,IN
49066,Leonidas,MI
40370,Sadieville,KY
40923,Cannon,KY
43093,Newark,OH
43223,Columbus,OH
37916,Knoxville,TN
38231,Henry,TN
38773,Shaw,MS
38866,Saltillo,MS
56047,Huntley,MN
57063,Tabor,SD
44889,Wakeman,OH
45067,Trenton,OH
45122,Goshen,OH
44816,Birmingham,OH
44825,Chatfield,OH
45258,Cincinnati,OH
45415,Dayton,OH
57108,Sioux Falls,SD
57424,Ashton,SD
41255,Sitka,KY
43146,Orient,OH
43516,Deshler,OH
35261,Birmingham,AL
04563,Cushing,ME
91785,Upland,CA
92018,Carlsbad,CA
98405,Tacoma,WA
99584,Flat,AK
99929,Wrangell,AK
81222,Coaldale,CO
82936,Lontetree,WY
75844,Grapeland,TX
76253,Myra,TX
94257,Sacramento,CA
95554,Myers Flat,CA
96028,Fall River Mills,CA
78626,Georgetown,TX
90048,Los Angeles,CA
92408,San Bernardino,CA
70450,Mount Hermon,LA
71631,Banks,AR
13326,Cooperstown,NY
11780,Saint James,NY
06469,Moodus,CT
16928,Knoxville,PA
01608,Worcester,MA
43524,Hamler,OH
43606,Toledo,OH
43612,Toledo,OH
27298,Liberty,NC
27542,Kenly,NC
32254,Jacksonville,FL
33055,Opa Locka,FL
47988,Wallace,IN
48346,Clarkston,MI
15557,Rockwood,PA
15744,Hamilton,PA
16018,Boyers,PA
06474,North Westchester,CT
08061,Mount Royal,NJ
08404,Atlantic City,NJ
10633,White Plains,NY
11572,Oceanside,NY
12441,Highmount,NY
24044,Roanoke,VA
13612,Black River,NY
14537,Port Gibson,NY
14609,Rochester,NY
15018,Buena Vista,PA
20196,Reston,VA
01501,Auburn,MA
01748,Hopkinton,MA
76114,Fort Worth,TX
78070,Spring Branch,TX
58725,Carpio,ND
59404,Great Falls,MT
15679,Ruffs Dale,PA
19503,Bally,PA
25912,Ramsey,WV
26527,Cassville,WV
06832,Greenwich,CT
07436,Oakland,NJ
08922,New Brunswick,NJ
12031,Carlisle,NY
35582,Red Bay,AL
25682,Meador,WV
26104,Parkersburg,WV
42028,Burna,KY
39307,Meridian,MS
29681,Simpsonville,SC
27199,Winston Salem,NC
32907,Palm Bay,FL
32127,Daytona Beach,FL
86031,Indian Wells,AZ
86038,Mormon Lake,AZ
76227,Aubrey,TX
76363,Goree,TX
76795,Waco,TX
94563,Orinda,CA
95017,Davenport,CA
95250,Sheep Ranch,CA
95290,Stockton,CA
88587,El Paso,TX
89004,Blue Diamond,NV
35078,Harpersville,AL
47813,Terre Haute,IN
49070,Martin,MI
18053,Germansville,PA
18615,Falls,PA
19154,Philadelphia,PA
19485,Valley Forge,PA
06412,Chester,CT
07477,Wayne,NJ
28471,Watha,NC
28480,Wrightsville Beach,NC
29716,Fort Mill,SC
12823,Cossayuna,NY
23442,Temperanceville,VA
19952,Harrington,DE
20315,Washington,DC
20682,Rock Point,MD
26581,Littleton,WV
27614,Raleigh,NC
94957,Ross,CA
95334,Livingston,CA
95988,Willows,CA
92129,San Diego,CA
92414,San Bernardino,CA
98325,Chimacum,WA
98388,Steilacoom,WA
02029,Providence,RI
02071,South Walpole,MA
03268,Salisbury,NH
63072,Robertsville,MO
78881,Sabinal,TX
79382,Wolfforth,TX
79772,Pecos,TX
80239,Denver,CO
72231,Little Rock,AR
81434,Somerset,CO
84199,Salt Lake City,UT
84402,Ogden,UT
84626,Elberta,UT
58218,Buxton,ND
68045,Oakland,NE
68448,Talmage,NE
73004,Amber,OK
74741,Hendrix,OK
76013,Arlington,TX
76367,Iowa Park,TX
77446,Prairie View,TX
51638,Essex,IA
52154,Lawler,IA
53003,Ashippun,WI
54313,Green Bay,WI
54863,Stanley,WI
55585,Monticello,MN
38242,Paris,TN
39110,Madison,MS
44010,Austinburg,OH
47437,Huron,IN
48228,Detroit,MI
48305,Clinton,MI
61115,Machesney Park,IL
56360,Osakis,MN
57197,Sioux Falls,SD
49917,Copper City,MI
51055,Sloan,IA
04359,South Gardiner,ME
05494,Westford,VT
05601,Montpelier,VT
00680,Mayaguez,PR
13745,Chenango Bridge,NY
14038,Crittenden,NY
14555,Sodus Point,NY
30756,Varnell,GA
31516,Blackshear,GA
33774,Largo,FL
24175,Troutville,VA
25714,Huntington,WV
44230,Doylestown,OH
11254,Brooklyn,NY
50641,Hazleton,IA
20057,Washington,DC
18014,Bath,PA
18823,Harford,PA
12033,Castleton On Hudson,NY
12766,North Branch,NY
29175,Westville,SC
29472,Ridgeville,SC
63840,Deering,MO
72215,Little Rock,AR
25919,Skelton,WV
11499,Jamaica,NY
74456,Preston,OK
77212,Houston,TX
28658,Newton,NC
90264,Malibu,CA
11963,Sag Harbor,NY
78934,Columbus,TX
28003,Marshville,NC
91304,Canoga Park,CA
37051,Cumberland Furnace,TN
98036,Lynnwood,WA
43620,Toledo,OH
98537,Cosmopolis,WA
19039,Gradyville,PA
96064,Montague,CA
28399,White Oak,NC
44663,New Philadelphia,OH
46242,Indianapolis,IN
46850,Fort Wayne,IN
31808,Fortson,GA
32223,Jacksonville,FL
33405,West Palm Beach,FL
33571,Sun City Center,FL
20007,Washington,DC
20535,Washington,DC
58265,Neche,ND
61344,Mineral,IL
61819,Bryant,IL
68330,Cordova,NE
68737,Foster,NE
68975,Saronville,NE
70736,Glynn,LA
77412,Altair,TX
64747,Garden City,MO
66601,Topeka,KS
66943,Greenleaf,KS
57640,Lodgepole,SD
64163,Kansas City,MO
72417,Brookland,AR
72628,Deer,AR
80421,Bailey,CO
81002,Pueblo,CO
83025,Teton Village,WY
75160,Terrell,TX
75220,Dallas,TX
76004,Arlington,TX
84126,Salt Lake City,UT
85068,Phoenix,AZ
89040,Overton,NV
91791,West Covina,CA
93286,Woodlake,CA
94139,San Francisco,CA
95681,Sheridan,CA
96038,Grenada,CA
96156,South Lake Tahoe,CA
97032,Hubbard,OR
03275,Suncook,NH
07054,Parsippany,NJ
01866,Pinehurst,MA
02054,Millis,MA
53578,Prairie Du Sac,WI
43213,Columbus,OH
37208,Nashville,TN
38756,Leland,MS
21093,Lutherville Timonium,MD
21759,Ladiesburg,MD
21867,Upper Fairmount,MD
23320,Chesapeake,VA
23322,Chesapeake,VA
23883,Surry,VA
51460,Ricketts,IA
54383,Wascott,WI
49242,Hillsdale,MI
56538,Fergus Falls,MN
57221,Bryant,SD
58626,Dunn Center,ND
72183,Wrightsville,AR
72645,Leslie,AR
72741,Johnson,AR
74442,Indianola,OK
49564,Glen Arbor,MI
50514,Armstrong,IA
71059,Mansfield,LA
16671,Ramey,PA
36587,Wilmer,AL
83871,Troy,ID
84055,Oakley,UT
39501,Gulfport,MS
85023,Phoenix,AZ
27969,Roduco,NC
74875,Tryon,OK
29415,Charleston,SC
80541,Masonville,CO
26037,Follansbee,WV
90047,Los Angeles,CA
91745,Hacienda Heights,CA
49728,Eckerman,MI
79937,El Paso,TX
53032,Horicon,WI
99506,Elmendorf AFB,AK
74562,Rattan,OK
93252,Maricopa,CA
28743,Hot Springs,NC
48359,Lake Orion,MI
11433,Jamaica,NY
37669,Kingsport,TN
12111,Latham,NY
12919,Champlain,NY
56304,Saint Cloud,MN
56511,Audubon,MN
48650,Pinconning,MI
67487,Wakefield,KS
57631,Glenham,SD
63043,Maryland Heights,MO
72638,Green Forest,AR
84751,Milford,UT
85036,Phoenix,AZ
85551,Solomon,AZ
70452,Pearl River,LA
77291,Houston,TX
71456,Natchez,LA
84762,Duck Creek Village,UT
85705,Tucson,AZ
70814,Baton Rouge,LA
62938,Golconda,IL
62947,Herod,IL
35545,Belk,AL
90260,Lawndale,CA
49659,Mancelona,MI
30124,Cave Spring,GA
50126,Iowa Falls,IA
39704,Columbus,MS
26306,Clarksburg,WV
43780,Senecaville,OH
27330,Sanford,NC
44711,Canton,OH
45236,Cincinnati,OH
28151,Shelby,NC
34217,Bradenton Beach,FL
98941,Roslyn,WA
43064,Plain City,OH
85927,Greer,AZ
20195,Reston,VA
83223,Bloomington,ID
23899,Claremont,VA
83340,Ketchum,ID
06230,Abington,CT
96788,Pukalani,HI
07110,Nutley,NJ
37909,Knoxville,TN
17225,Greencastle,PA
38726,Beulah,MS
10803,Pelham,NY
39066,Edwards,MS
13744,Castle Creek,NY
40210,Louisville,KY
26074,West Liberty,WV
57750,Interior,SD
02360,Plymouth,MA
53127,Genesee Depot,WI
61042,Harmon,IL
62942,Grand Tower,IL
69140,Grant,NE
88324,Glencoe,NM
23661,Hampton,VA
78653,Manor,TX
79748,Knott,TX
16352,Tiona,PA
12028,Buskirk,NY
04042,Hollis Center,ME
25690,Ragland,WV
05853,Morgan,VT
18711,Wilkes Barre,PA
27409,Greensboro,NC
01613,Worcester,MA
95428,Covelo,CA
36585,Wagarville,AL
38449,Ardmore,TN
21641,Hillsboro,MD
94585,Suisun City,CA
43618,Oregon,OH
17550,Maytown,PA
45345,New Lebanon,OH
35215,Birmingham,AL
61101,Rockford,IL
63751,Glenallen,MO
30144,Kennesaw,GA
47615,Grandview,IN
12523,Elizaville,NY
49948,Mass City,MI
50036,Boone,IA
70898,Baton Rouge,LA
48136,Garden City,MI
49820,Curtis,MI
40747,London,KY
78960,Warda,TX
97404,Eugene,OR
87125,Albuquerque,NM
90717,Lomita,CA
89124,Las Vegas,NV
97029,Grass Valley,OR
97135,Pacific City,OR
06904,Stamford,CT
77420,Boling,TX
02122,Boston,MA
77973,Mcfaddin,TX
67215,Wichita,KS
24375,Sugar Grove,VA
40803,Asher,KY
40867,Smith,KY
21850,Pittsville,MD
67701,Colby,KS
68875,Scotia,NE
29624,Anderson,SC
76357,Byers,TX
37328,Elora,TN
37709,Blaine,TN
18462,Starrucca,PA
18942,Ottsville,PA
19489,Norristown,PA
20132,Purcellville,VA
20680,Ridge,MD
23021,Bohannon,VA
24150,Ripplemead,VA
25811,Amigo,WV
25969,Jumping Branch,WV
41735,Delphia,KY
42323,Beechmont,KY
43416,Elmore,OH
32306,Tallahassee,FL
32861,Orlando,FL
33734,Saint Petersburg,FL
27819,Conetoe,NC
28394,Vass,NC
59625,Helena,MT
60475,Steger,IL
47705,Evansville,IN
66071,Paola,KS
67128,Rago,KS
62626,Carlinville,IL
63782,Sturdivant,MO
64150,Riverside,MO
47842,Clinton,IN
48266,Detroit,MI
49095,Vandalia,MI
73945,Hooker,OK
97532,Merlin,OR
60017,Des Plaines,IL
72531,Elizabeth,AR
73125,Oklahoma City,OK
75448,Klondike,TX
49815,Channing,MI
52257,Luzerne,IA
54206,Kossuth,WI
62886,Sims,IL
64078,Peculiar,MO
54650,Onalaska,WI
78565,Los Ebanos,TX
80314,Boulder,CO
95370,Sonora,CA
95604,Auburn,CA
95670,Rancho Cordova,CA
97396,Willamina,OR
98580,Roy,WA
99169,Ritzville,WA
88348,San Patricio,NM
89511,Reno,NV
91126,Pasadena,CA
78017,Dilley,TX
29329,Converse,SC
30341,Atlanta,GA
30504,Gainesville,GA
30742,Fort Oglethorpe,GA
06525,Woodbridge,CT
37854,Rockwood,TN
40584,Lexington,KY
45360,Port Jefferson,OH
37853,Rockford,TN
46546,Mishawaka,IN
98026,Edmonds,WA
55007,Brook Park,MN
37309,Calhoun,TN
58481,Spiritwood,ND
38359,Milledgeville,TN
59422,Choteau,MT
33835,Bradley,FL
60451,New Lenox,IL
35232,Birmingham,AL
39657,Osyka,MS
81645,Minturn,CO
85231,Eloy,AZ
85336,Gadsden,AZ
60938,Gilman,IL
58273,Pisek,ND
78268,San Antonio,TX
62829,Dale,IL
73199,Oklahoma City,OK
70374,Lockport,LA
25699,Wilsondale,WV
14719,Cattaraugus,NY
15541,Friedens,PA
33197,Miami,FL
33619,Tampa,FL
33710,Saint Petersburg,FL
19802,Wilmington,DE
20395,Washington,DC
20879,Gaithersburg,MD
10121,New York,NY
17511,Columbia,PA
29829,Graniteville,SC
12241,Albany,NY
12790,Wurtsboro,NY
54932,Eldorado,WI
37865,Seymour,TN
10110,New York,NY
10912,Bellvale,NY
12524,Fishkill,NY
17504,Bausman,PA
02672,West Hyannisport,MA
04974,Searsport,ME
76199,Fort Worth,TX
66801,Emporia,KS
67459,Lorraine,KS
74070,Skiatook,OK
41562,Shelbiana,KY
42109,Bowling Green,KY
70787,Weyanoke,LA
72030,Cleveland,AR
26332,Bristol,WV
26680,Nallen,WV
27921,Camden,NC
28138,Rockwell,NC
54463,Pelican Lake,WI
55602,Brimson,MN
20401,Washington,DC
52402,Cedar Rapids,IA
52737,Columbus City,IA
81215,Canon City,CO
82922,Bondurant,WY
82943,Reliance,WY
93780,Fresno,CA
95938,Durham,CA
78630,Cedar Park,TX
78635,Hye,TX
90078,Los Angeles,CA
62448,Newton,IL
92106,San Diego,CA
13698,Ellisburg,NY
13776,Gilbertsville,NY
14233,Buffalo,NY
15438,Fayette City,PA
15684,Slickville,PA
17072,New Kingstown,PA
19946,Frederica,DE
20830,Olney,MD
22332,Alexandria,VA
02865,Lincoln,RI
05457,Franklin,VT
06093,West Suffield,CT
07003,Bloomfield,NJ
07043,Montclair,NJ
12512,Chelsea,NY
10505,Baldwin Place,NY
10533,Irvington,NY
11020,Great Neck,NY
18926,Gardenville,PA
00723,Patillas,PR
02402,Brockton,MA
37719,Coalfield,TN
38188,Memphis,TN
39571,Pass Christian,MS
40209,Louisville,KY
30327,Atlanta,GA
31031,Gordon,GA
31556,Offerman,GA
33023,Hollywood,FL
44005,Ashtabula,OH
44326,Akron,OH
35546,Berry,AL
36344,Hartford,AL
37085,Lascassas,TN
27047,Siloam,NC
28216,Charlotte,NC
28432,Clarendon,NC
24514,Lynchburg,VA
25164,Procious,WV
25913,Ravencliff,WV
48175,Salem,MI
96009,Bieber,CA
50133,Kellerton,IA
51057,Struble,IA
52656,West Point,IA
54408,Aniwa,WI
56332,Garfield,MN
42129,Edmonton,KY
45147,Miamiville,OH
39603,Brookhaven,MS
31641,Naylor,GA
33643,Tampa,FL
46515,Elkhart,IN
46613,South Bend,IN
47257,North Vernon,IN
48184,Wayne,MI
48432,Filion,MI
38184,Memphis,TN
16236,McGrann,PA
17110,Harrisburg,PA
17247,Quincy,PA
18837,Rome,PA
05343,Jamaica,VT
28571,Oriental,NC
29656,La France,SC
12726,Cochecton,NY
24224,Castlewood,VA
24851,Justice,WV
20558,Washington,DC
20905,Silver Spring,MD
21664,Secretary,MD
26589,Wadestown,WV
15139,Oakmont,PA
94409,San Mateo,CA
94565,Pittsburg,CA
94567,Pope Valley,CA
97015,Clackamas,OR
91411,Van Nuys,CA
92861,Villa Park,CA
93205,Bodfish,CA
93221,Exeter,CA
97817,Bates,OR
02258,Newton,MA
03298,Tilton,NH
04773,Saint David,ME
04964,Oquossoc,ME
05088,Wilder,VT
61038,Garden Prairie,IL
63051,House Springs,MO
78833,Camp Wood,TX
80219,Denver,CO
81147,Pagosa Springs,CO
72387,Vanndale,AR
72648,Marble Falls,AR
72928,Branch,AR
59263,Scobey,MT
73601,Clinton,OK
76096,Arlington,TX
94581,Napa,CA
55444,Minneapolis,MN
55573,Young America,MN
55721,Cohasset,MN
36912,Lisman,AL
37247,Nashville,TN
38782,Winterville,MS
43983,Piedmont,OH
44676,Shreve,OH
45215,Cincinnati,OH
48140,Ida,MI
60155,Broadview,IL
60516,Downers Grove,IL
56527,Deer Creek,MN
58787,Tolley,ND
41083,Sanders,KY
47640,Hazleton,IN
47960,Monticello,IN
47981,Romney,IN
48260,Detroit,MI
49137,Lyndon,MI
44004,Ashtabula,OH
44028,Columbia Station,OH
49686,Traverse City,MI
50576,Rembrandt,IA
51007,Bronson,IA
51358,Ruthven,IA
97497,Wolf Creek,OR
98002,Auburn,WA
98327,Dupont,WA
98531,Centralia,WA
85357,Wenden,AZ
75024,Plano,TX
65814,Springfield,MO
68723,Carroll,NE
58625,Dodge,ND
59801,Missoula,MT
50833,Bedford,IA
63538,Elmer,MO
65457,Devils Elbow,MO
45337,Laura,OH
46302,Boone Grove,IN
46853,Fort Wayne,IN
47140,Marengo,IN
54806,Ashland,WI
55797,Wrenshall,MN
62092,White Hall,IL
28712,Brevard,NC
30024,Suwanee,GA
44090,Wellington,OH
34789,Leesburg,FL
36521,Chunchula,AL
37318,Cowan,TN
38552,Chestnut Mound,TN
39046,Canton,MS
39365,Union,MS
40056,Pewee Valley,KY
40152,McDaniels,KY
40242,Louisville,KY
22043,Falls Church,VA
27055,Yadkinville,NC
25043,Clay,WV
32570,Milton,FL
73193,Oklahoma City,OK
93591,Palmdale,CA
93625,Fowler,CA
15672,New Stanton,PA
05477,Richmond,VT
10177,New York,NY
10558,Mount Vernon,NY
19360,New London,PA
24314,Bastian,VA
25046,Clio,WV
22308,Alexandria,VA
23465,Virginia Beach,VA
14825,Chemung,NY
75013,Allen,TX
82414,Cody,WY
78135,New Braunfels,TX
96006,Adin,CA
98352,Sumner,WA
98372,Puyallup,WA
88343,Picacho,NM
94291,Sacramento,CA
95002,Alviso,CA
95118,San Jose,CA
90652,Norwalk,CA
30220,Grantville,GA
33876,Sebring,FL
36330,Enterprise,AL
38074,Bolivar,TN
44801,Adrian,OH
46940,La Fontaine,IN
03854,New Castle,NH
01581,Westborough,MA
22611,Berryville,VA
24603,Big Rock,VA
25712,Huntington,WV
31070,Pinehurst,GA
31772,Oakfield,GA
14144,Stella Niagara,NY
15260,Pittsburgh,PA
94021,Loma Mar,CA
94070,San Carlos,CA
94912,San Rafael,CA
95063,Santa Cruz,CA
95326,Hughson,CA
98224,Baring,WA
20180,Lovettsville,VA
36906,Cromwell,AL
60519,Eola,IL
62441,Marshall,IL
64018,Camden Point,MO
79713,Ackerly,TX
67752,Quinter,KS
69146,Lemoyne,NE
71212,Monroe,LA
72066,Hickory Plains,AR
73132,Oklahoma City,OK
73143,Oklahoma City,OK
73847,Knowles,OK
77808,Bryan,TX
84523,Ferron,UT
85289,Tempe,AZ
85701,Tucson,AZ
66540,Soldier,KS
66859,Lost Springs,KS
54444,Kempster,WI
48223,Detroit,MI
48440,Hadley,MI
39040,Bentonia,MS
32762,Oviedo,FL
33914,Cape Coral,FL
34608,Spring Hill,FL
36265,Jacksonville,AL
46243,Washington,IN
46785,Saint Joe,IN
47706,Evansville,IN
61310,Amboy,IL
62621,Bluffs,IL
78754,Austin,TX
79073,Plainview,TX
79983,El Paso,TX
80907,Colorado Springs,CO
75069,McKinney,TX
75647,Gladewater,TX
77275,Houston,TX
65760,Tecumseh,MO
58351,Minnewaukan,ND
58652,Richardton,ND
68324,Burr,NE
69343,Gordon,NE
16444,Edinboro,PA
17824,Elysburg,PA
19196,Philadelphia,PA
15440,Gibbon Glade,PA
16027,Connoquenessing,PA
16360,Townville,PA
30321,Atlanta,GA
34652,New Port Richey,FL
35210,Birmingham,AL
36751,Lower Peach Tree,AL
38472,Lynnville,TN
39305,Meridian,MS
39341,Macon,MS
44039,North Ridgeville,OH
44687,Walnut Creek,OH
53217,Milwaukee,WI
53517,Blue Mounds,WI
48423,Davison,MI
49001,Kalamazoo,MI
